"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","Sign.Type","Fresh","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","Day","TTD","YMax","BStrm","BFresh","BSwamp","BImp","BSalt","BForest"
"193","Pawtuxet",75,"2022-04-20","Justin Moore",2022-04-20 12:38:00,2022-04-20 12:50:00,NA,NA,NA,"N","Kayak",1,0,0,0,0,0,10.1,64,0,109,NA,12,NA,6.26925244555347,0,1.61900951842921,0,0
"194","Pawtuxet",75,"2022-08-09","John Crockett",2022-08-09 12:08:00,2022-08-09 12:23:00,"Otter","Latrine","N","N","Kayak",0.733333333333333,0,0,0,0,0.266666666666667,32.5,50,6.3,220,9,15,NA,6.26925244555347,0,1.61900951842921,0,0
"195","Pawtuxet",75,"2022-08-09","Jess Burr",2022-08-09 12:07:00,2022-08-09 12:24:00,"Other","scat","N","N","kayak",0.941176470588235,0,0,0,0,0.0588235294117647,32.5,50,6.3,220,14,17,NA,6.26925244555347,0,1.61900951842921,0,0
"196","Pawtuxet",77,"2022-01-25","Justin Moore",2022-01-25 11:26:00,2022-01-25 12:02:00,"Beaver","chewed stick","Y","N","Foot",0,0,0.0540540540540541,0,0,0.945945945945946,4.2,39,1.1,24,5,36,2,0,1.48591078659991,18.9098082780748,0,0
"198","Pawtuxet",77,"2022-01-25","John Crockett",2022-01-25 11:34:00,2022-01-25 11:57:00,"Other","chewed stick","Y","N","Foot",0,0,0,0,0,1,3.9,29,1.3,24,19,23,2,0,1.48591078659991,18.9098082780748,0,0
"199","Pawtuxet",82,"2022-01-25","Justin Moore",2022-01-25 12:26:00,2022-01-25 12:44:00,NA,NA,NA,"N","Foot",0.5,0,0,0,0,0.5,4.4,35,1.1,24,NA,18,2,21.2023519300168,0,1.23415588306822,0,0
"200","Pawtuxet",82,"2022-01-25","John Crockett",2022-01-25 12:23:00,2022-01-25 12:46:00,NA,NA,NA,"Y","Foot",0.391304347826087,0,0,0,0,0.608695652173913,3.9,29,1.3,24,NA,23,2,21.2023519300168,0,1.23415588306822,0,0
"201","Pawtuxet",82,"2022-07-14","Jess Burr",2022-07-14 12:25:00,2022-07-14 12:54:00,"Other","scat","N","N","walking",0.379310344827586,0,0,0,0,0.620689655172414,27,42,5.6,194,28,29,2,21.2023519300168,0,1.23415588306822,0,0
"202","Pawtuxet",82,"2022-07-14","John Crockett",2022-07-14 12:23:00,2022-07-14 12:51:00,NA,NA,NA,"N","walking",0.428571428571429,0,0,0,0,0.571428571428571,27,42,5.6,194,NA,28,2,21.2023519300168,0,1.23415588306822,0,0
"203","Pawtuxet",84,"2022-01-25","Justin Moore",2022-01-25 10:16:00,2022-01-25 11:01:00,"Beaver","chewed stick","N","N","Foot",0.222222222222222,0,0,0,0,0.777777777777778,3.6,35,1.1,24,34,45,NA,29.2895726229365,0,0,0,0
"204","Pawtuxet",84,"2022-01-25","John Crockett",2022-01-25 10:10:00,2022-01-25 10:44:00,NA,NA,NA,"Y","Foot",0.181818181818182,0,0.151515151515152,0,0,0.666666666666667,1.5,17,1.3,24,NA,34,NA,29.2895726229365,0,0,0,0
"205","Pawtuxet",84,"2022-07-14","Jess Burr",2022-07-14 11:00:00,2022-07-14 11:20:00,"Muskrat","scat","N","N","walking",0.05,0,0.2,0,0,0.75,25.7,55,5.6,194,8,20,NA,29.2895726229365,0,0,0,0
"206","Pawtuxet",84,"2022-07-14","John Crockett",2022-07-14 11:01:00,2022-07-14 11:18:00,NA,NA,NA,"N","walking",0.0588235294117647,0,0.0588235294117647,0,0,0.882352941176471,25.8,55,5.6,194,NA,17,NA,29.2895726229365,0,0,0,0
"207","Pawtuxet",89,"2022-03-07","Justin Moore",2022-03-07 11:25:00,2022-03-07 11:40:00,NA,NA,NA,"N","Kayak",1,0,0,0,0,0,9.5,71,3.8,65,NA,15,NA,45.9876151002805,0,18.0754365262395,0,0
"208","Pawtuxet",89,"2022-03-07","John Crockett",2022-03-07 11:24:00,2022-03-07 11:38:00,"Otter","shells","Y","N","Kayak",1,0,0,0,0,0,9.5,71,3.8,65,NA,14,NA,45.9876151002805,0,18.0754365262395,0,0
"209","Pawtuxet",89,"2022-07-11","John Crockett",2022-07-11 11:23:00,2022-07-11 11:47:00,NA,NA,NA,"N","kayak",0.875,0,0,0,0,0.125,24.2,1,0,191,NA,24,NA,45.9876151002805,0,18.0754365262395,0,0
"210","Pawtuxet",89,"2022-07-11","Jess Burr",2022-07-11 11:21:00,2022-07-11 11:45:00,NA,NA,NA,"N","kayak",0.916666666666667,0,0,0,0,0.0833333333333333,24.2,1,0,191,NA,24,NA,45.9876151002805,0,18.0754365262395,0,0
"211","Pawtuxet",90,"2022-03-01","Justin Moore",2022-03-01 11:09:00,2022-03-01 11:31:00,"Muskrat","scat","Y","N","Kayak",0.954545454545455,0,0.0454545454545455,0,0,0,-1.1,31,1.2,59,0,22,NA,14.9387552503416,0,42.7224704174,0,0
"212","Pawtuxet",90,"2022-03-01","Justin Moore",2022-03-01 11:09:00,2022-03-01 11:31:00,"Other","chewed stick","N","N","Kayak",0.954545454545455,0,0.0454545454545455,0,0,0,-1.1,31,1.2,59,17,22,NA,14.9387552503416,0,42.7224704174,0,0
"214","Pawtuxet",90,"2022-03-01","John Crockett",2022-03-01 11:09:00,2022-03-01 11:31:00,"Muskrat","scat","Y","N","Kayak",0.863636363636364,0,0,0,0,0.136363636363636,-1.1,31,1.2,59,3,22,NA,14.9387552503416,0,42.7224704174,0,0
"216","Pawtuxet",90,"2022-07-08","John Crockett",2022-07-08 12:13:00,2022-07-08 12:31:00,"Muskrat","scat","N","N","kayak",0.894736842105263,0,0,0,0,0.105263157894737,24.6,58,0,188,11,18,NA,14.9387552503416,0,42.7224704174,0,0
"217","Pawtuxet",90,"2022-07-08","Jess Burr",2022-07-08 12:12:00,2022-07-08 12:31:00,NA,NA,NA,"N","kayak",1,0,0,0,0,0,24.6,58,0,188,NA,19,NA,14.9387552503416,0,42.7224704174,0,0
"218","Pawtuxet",91,"2022-03-28","Justin Moore",2022-03-28 10:14:00,2022-03-28 10:39:00,"Muskrat","scat","Y","N","Foot",0.56,0,0,0,0,0.44,-2.9,93,0,86,3,25,1,6.62311870178685,0,0,0,0
"220","Pawtuxet",91,"2022-03-28","Justin Moore",2022-03-28 10:14:00,2022-03-28 10:39:00,"Beaver","chewed stick","N","N","Foot",0.56,0,0,0,0,0.44,-2.9,93,0,86,12,25,1,6.62311870178685,0,0,0,0
"221","Pawtuxet",91,"2022-03-28","John Crockett",2022-03-28 10:14:00,2022-03-28 10:39:00,"Beaver","chewed stick","Y","N","Foot",0.24,0,0,0,0,0.76,-2.9,93,0,86,9,25,1,6.62311870178685,0,0,0,0
"222","Pawtuxet",91,"2022-03-28","John Crockett",2022-03-28 10:14:00,2022-03-28 10:39:00,"Otter","Latrine","N","N","Foot",0.24,0,0,0,0,0.76,-2.9,93,0,86,21,25,1,6.62311870178685,0,0,0,0
"223","Pawtuxet",91,"2022-07-04","Jess Burr",2022-07-04 10:21:00,2022-07-04 10:43:00,"Otter","shells","N","N","walking",0.863636363636364,0,0,0,0,0.136363636363636,23,0,0,184,NA,22,1,6.62311870178685,0,0,0,0
"225","Pawtuxet",91,"2022-07-04","Jess Burr",2022-07-04 10:21:00,2022-07-04 10:43:00,"Beaver","chewed stick","N","N","walking",0.863636363636364,0,0,0,0,0.136363636363636,23,0,0,184,18,22,1,6.62311870178685,0,0,0,0
"226","Pawtuxet",91,"2022-07-04","John Crockett",2022-07-04 10:22:00,2022-07-04 10:43:00,"Beaver","chewed stick","N","N","walking",0.857142857142857,0,0,0,0,0.142857142857143,23,0,0,184,2,21,1,6.62311870178685,0,0,0,0
"227","Pawtuxet",92,"2022-04-14","Justin Moore",2022-04-14 10:36:00,2022-04-14 11:05:00,"Beaver","chewed stick","N","N","Kayak",1,0,0,0,0,0,16.6,67,0.7,103,27,29,NA,31.2947029190775,0,0,0,0
"228","Pawtuxet",92,"2022-04-14","John Crockett",2022-04-14 10:36:00,2022-04-14 11:04:00,"Beaver","chewed stick","Y","N","Kayak",1,0,0,0,0,0,16.6,67,0.7,103,16,28,NA,31.2947029190775,0,0,0,0
"229","Pawtuxet",92,"2022-08-08","John Crockett",2022-08-08 10:16:00,2022-08-08 10:32:00,NA,NA,NA,"N","Kayak",1,0,0,0,0,0,28.1,39,1.3,219,NA,16,NA,31.2947029190775,0,0,0,0
"230","Pawtuxet",92,"2022-08-08","Jess Burr",2022-08-08 10:20:00,2022-08-08 10:35:00,NA,NA,NA,"N","kayak",1,0,0,0,0,0,28.1,39,1.3,219,NA,15,NA,31.2947029190775,0,0,0,0
"231","Pawtuxet",93,"2022-04-14","Justin Moore",2022-04-14 11:18:00,2022-04-14 11:32:00,"Muskrat","scat","Y","N","Kayak",0.928571428571429,0,0,0,0,0.0714285714285714,16.6,67,0.7,103,5,14,NA,14.4518214503684,0,0,0,0
"232","Pawtuxet",93,"2022-04-14","John Crockett",2022-04-14 11:16:00,2022-04-14 11:32:00,"Other","scat","Y","N","Kayak",1,0,0,0,0,0,16.6,67,0.7,103,5,16,NA,14.4518214503684,0,0,0,0
"233","Pawtuxet",93,"2022-08-08","John Crockett",2022-08-08 10:45:00,2022-08-08 10:59:00,"Other","scat","N","N","Kayak",1,0,0,0,0,0,30.1,38,1.3,219,6,14,NA,14.4518214503684,0,0,0,0
"234","Pawtuxet",93,"2022-08-08","Jess Burr",2022-08-08 10:52:00,2022-08-08 11:03:00,"Other","scat","N","N","kayak",1,0,0,0,0,0,30.1,38,1.3,219,4,11,NA,14.4518214503684,0,0,0,0
"235","Pawtuxet",94,"2022-04-14","Justin Moore",2022-04-14 11:47:00,2022-04-14 12:01:00,NA,NA,NA,"N","Kayak",0.857142857142857,0,0,0,0,0.142857142857143,19.2,51,0.7,103,NA,14,NA,92.1019016792117,0,0,0,0
"236","Pawtuxet",94,"2022-04-14","John Crockett",2022-04-14 11:46:00,2022-04-14 12:03:00,"Otter","Latrine","Y","N","Kayak",0.647058823529412,0,0,0,0,0.352941176470588,19.2,51,0.7,103,12,17,NA,92.1019016792117,0,0,0,0
"237","Pawtuxet",94,"2022-08-08","John Crockett",2022-08-08 11:14:00,2022-08-08 11:31:00,NA,NA,NA,"N","Kayak",1,0,0,0,0,0,30.1,38,1.3,219,NA,17,NA,92.1019016792117,0,0,0,0
"238","Pawtuxet",94,"2022-08-08","Jess Burr",2022-08-08 11:17:00,2022-08-08 11:34:00,NA,NA,NA,"N","kayak",0.941176470588235,0,0,0,0,0.0588235294117647,30.1,38,1.3,219,NA,17,NA,92.1019016792117,0,0,0,0
"239","Pawtuxet",95,"2022-04-14","Justin Moore",2022-04-14 12:19:00,2022-04-14 12:40:00,"Beaver","chewed stick","Y","N","Kayak",0.619047619047619,0,0,0,0,0.380952380952381,19.2,51,0.7,103,14,21,NA,40.1336892062392,0,0,0,0
"240","Pawtuxet",95,"2022-04-14","Justin Moore",2022-04-14 12:19:00,2022-04-14 12:40:00,"Muskrat","scat","Y","N","Kayak",0.619047619047619,0,0,0,0,0.380952380952381,19.2,51,0.7,103,15,21,NA,40.1336892062392,0,0,0,0
"242","Pawtuxet",95,"2022-04-14","John Crockett",2022-04-14 12:18:00,2022-04-14 12:40:00,NA,NA,NA,"N","Kayak",0.5,0,0,0,0,0.5,19.2,51,0.7,103,NA,22,NA,40.1336892062392,0,0,0,0
"243","Pawtuxet",95,"2022-08-08","John Crockett",2022-08-08 11:45:00,2022-08-08 12:02:00,NA,NA,NA,"N","Kayak",1,0,0,0,0,0,31.7,25,1.3,219,NA,17,NA,40.1336892062392,0,0,0,0
"244","Pawtuxet",95,"2022-08-08","Jess Burr",2022-08-08 11:49:00,2022-08-08 12:04:00,NA,NA,NA,"N","kayak",1,0,0,0,0,0,31.7,25,1.3,219,NA,15,NA,40.1336892062392,0,0,0,0
"245","Pawtuxet",99,"2022-01-27","Justin Moore",2022-01-27 11:05:00,2022-01-27 11:23:00,"Beaver","chewed stick","N","N","Kayak",1,0,0,0,0,0,-9,0,0,26,3,18,NA,19.1236645384985,0,61.1042488444582,0,0
"246","Pawtuxet",99,"2022-01-27","Justin Moore",2022-01-27 11:05:00,2022-01-27 11:23:00,"Muskrat","scat","Y","N","Kayak",1,0,0,0,0,0,-9,0,0,26,7,18,NA,19.1236645384985,0,61.1042488444582,0,0
"249","Pawtuxet",99,"2022-01-27","John Crockett",2022-01-27 11:03:00,2022-01-27 11:28:00,"Muskrat","scat","Y","N","Kayak",1,0,0,0,0,0,-9,0,0,26,12,25,NA,19.1236645384985,0,61.1042488444582,0,0
"250","Pawtuxet",99,"2022-01-27","John Crockett",2022-01-27 11:03:00,2022-01-27 11:28:00,"Beaver","chewed stick","Y","N","Kayak",1,0,0,0,0,0,-9,0,0,26,16,25,NA,19.1236645384985,0,61.1042488444582,0,0
"251","Pawtuxet",99,"2022-07-08","John Crockett",2022-07-08 14:01:00,2022-07-08 14:30:00,"Muskrat","scat","N","N","kayak",0.931034482758621,0,0.0344827586206897,0,0.0344827586206897,0,26.2,67,0,188,8,29,NA,19.1236645384985,0,61.1042488444582,0,0
"252","Pawtuxet",99,"2022-07-08","John Crockett",2022-07-08 14:01:00,2022-07-08 14:30:00,"Beaver","chewed stick","N","N","kayak",0.931034482758621,0,0.0344827586206897,0,0.0344827586206897,0,26.2,67,0,188,25,29,NA,19.1236645384985,0,61.1042488444582,0,0
"254","Pawtuxet",99,"2022-07-08","Jess Burr",2022-07-08 14:01:00,2022-07-08 14:27:00,"Muskrat","scat","N","N","kayak",0.923076923076923,0,0.0769230769230769,0,0,0,26.2,67,0,188,3,26,NA,19.1236645384985,0,61.1042488444582,0,0
"256","Pawtuxet",100,"2022-02-03","Justin Moore",2022-02-03 10:55:00,2022-02-03 11:24:00,"Muskrat","track","Y","Y","Kayak",0.689655172413793,0,0,0,0,0.310344827586207,5.7,100,2.7,33,4,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"257","Pawtuxet",100,"2022-02-03","Justin Moore",2022-02-03 10:55:00,2022-02-03 11:24:00,"Beaver","chewed stick","N","Y","Kayak",0.689655172413793,0,0,0,0,0.310344827586207,5.7,100,2.7,33,9,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"258","Pawtuxet",100,"2022-02-03","Justin Moore",2022-02-03 10:55:00,2022-02-03 11:24:00,"Otter","track","Y","Y","Kayak",0.689655172413793,0,0,0,0,0.310344827586207,5.7,100,2.7,33,NA,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"261","Pawtuxet",100,"2022-02-03","Justin Moore",2022-02-03 10:55:00,2022-02-03 11:24:00,"Muskrat","scat","Y","Y","Kayak",0.689655172413793,0,0,0,0,0.310344827586207,5.7,100,2.7,33,27,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"262","Pawtuxet",100,"2022-02-03","John Crockett",2022-02-03 10:55:00,2022-02-03 11:24:00,"Beaver","chewed stick","Y","Y","Kayak",0.862068965517241,0,0,0,0,0.137931034482759,5.2,100,3.8,33,4,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"263","Pawtuxet",100,"2022-02-03","John Crockett",2022-02-03 10:55:00,2022-02-03 11:24:00,"Other","track","Y","Y","Kayak",0.862068965517241,0,0,0,0,0.137931034482759,5.2,100,3.8,33,7,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"264","Pawtuxet",100,"2022-02-03","John Crockett",2022-02-03 10:55:00,2022-02-03 11:24:00,"Otter","shells","Y","Y","Kayak",0.862068965517241,0,0,0,0,0.137931034482759,5.2,100,3.8,33,NA,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"266","Pawtuxet",100,"2022-02-03","John Crockett",2022-02-03 10:55:00,2022-02-03 11:24:00,"Otter","track","Y","Y","Kayak",0.862068965517241,0,0,0,0,0.137931034482759,5.2,100,3.8,33,NA,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"268","Pawtuxet",100,"2022-02-03","John Crockett",2022-02-03 10:55:00,2022-02-03 11:24:00,"Muskrat","scat","N","Y","Kayak",0.862068965517241,0,0,0,0,0.137931034482759,5.2,100,3.8,33,28,29,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"269","Pawtuxet",100,"2022-07-05","Jess Burr",2022-07-05 10:30:00,2022-07-05 10:50:00,"Otter","shells","Y","N","kayak",0.85,0,0,0,0,0.15,24.4,55,1.2,185,NA,20,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"272","Pawtuxet",100,"2022-07-05","Jess Burr",2022-07-05 10:30:00,2022-07-05 10:50:00,"Beaver","chewed stick","N","N","kayak",0.85,0,0,0,0,0.15,24.4,55,1.2,185,15,20,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"273","Pawtuxet",100,"2022-07-05","John Crockett",2022-07-05 10:31:00,2022-07-05 10:54:00,"Beaver","chewed stick","N","N","kayak",0.826086956521739,0,0,0,0,0.173913043478261,24.4,55,1.2,185,4,23,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"274","Pawtuxet",100,"2022-07-05","John Crockett",2022-07-05 10:31:00,2022-07-05 10:54:00,"Other","tracks","Y","N","kayak",0.826086956521739,0,0,0,0,0.173913043478261,24.4,55,1.2,185,9,23,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"275","Pawtuxet",100,"2022-07-05","John Crockett",2022-07-05 10:31:00,2022-07-05 10:54:00,"Other","small shells","Y","N","kayak",0.826086956521739,0,0,0,0,0.173913043478261,24.4,55,1.2,185,12,23,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"276","Pawtuxet",100,"2022-07-05","John Crockett",2022-07-05 10:31:00,2022-07-05 10:54:00,"Muskrat","track","Y","N","kayak",0.826086956521739,0,0,0,0,0.173913043478261,24.4,55,1.2,185,20,23,NA,3.69265722172023,0,18.7559702816703,0,39.2450464481146
"278","Narragansett Bay",103,"2022-02-09","Justin Moore",2022-02-09 09:26:00,2022-02-09 09:35:00,NA,NA,NA,"N","Foot",0,0,0,0,0.888888888888889,0,-1.8,0,0,39,NA,9,NA,0,1.28622177313186,0,9.94209286660636,0
"279","Narragansett Bay",103,"2022-02-09","John Crockett",2022-02-09 09:26:00,2022-02-09 09:34:00,NA,NA,NA,"N","Foot",0,0,0,0,0.875,0,-1.8,0,0,39,NA,8,NA,0,1.28622177313186,0,9.94209286660636,0
"280","Narragansett Bay",107,"2022-01-13","Justin Moore",2022-01-13 10:35:00,2022-01-13 10:54:00,NA,NA,NA,"N","Kayak",0,0.6875,0.3125,0,0,0,3.7,72,0,12,NA,19,NA,0,0,9.31601826776816,8.87559985210595,0.347420691178623
"281","Narragansett Bay",107,"2022-01-13","John Crockett",2022-01-13 10:36:00,2022-01-13 10:54:00,NA,NA,NA,"N","Kayak",0,0.875,0,0,0,0.125,3.7,72,0,12,NA,18,NA,0,0,9.31601826776816,8.87559985210595,0.347420691178623
"282","Narragansett Bay",107,"2022-06-21","Jess Burr",2022-06-21 10:44:00,2022-06-21 10:57:00,NA,NA,NA,"N","kayak",0,0.5,0.166666666666667,0,0,0.333333333333333,20.2,37,0,171,NA,13,NA,0,0,9.31601826776816,8.87559985210595,0.347420691178623
"283","Narragansett Bay",107,"2022-06-21","John Crockett",2022-06-21 10:48:00,2022-06-21 11:03:00,NA,NA,NA,"N","kayak",0,0,0.5,0,0,0.5,20.2,37,0,171,NA,15,NA,0,0,9.31601826776816,8.87559985210595,0.347420691178623
"284","Narragansett Bay",108,"2022-02-02","Justin Moore",2022-02-02 09:45:00,2022-02-02 10:06:00,"Muskrat","track","Y","Y","Foot",0,0,0,0,0,1,1.8,98,0,32,3,21,NA,2.4273731630451,0,0,0,0
"285","Narragansett Bay",108,"2022-02-02","John Crockett",2022-02-02 09:36:00,2022-02-02 10:06:00,"Other","track","Y","Y","Foot",0,0,0,0,0,1,1.8,98,0,32,3,30,NA,2.4273731630451,0,0,0,0
"286","Narragansett Bay",111,"2022-02-04","Justin Moore",2022-02-04 11:04:00,2022-02-04 11:18:00,NA,NA,NA,"N","Foot",0,0,0.642857142857143,0,0,0,9.8,100,32.2,34,NA,14,NA,0,0,42.2368783783304,10.5020558321781,0
"287","Narragansett Bay",111,"2022-02-04","John Crockett",2022-02-04 11:05:00,2022-02-04 11:18:00,NA,NA,NA,"N","Foot",NA,NA,NA,NA,NA,NA,8.9,100,30.5,34,NA,13,NA,0,0,42.2368783783304,10.5020558321781,0
"288","Narragansett Bay",114,"2022-02-09","Justin Moore",2022-02-09 08:54:00,2022-02-09 09:11:00,NA,NA,NA,"N","Foot",0,0,0.352941176470588,0,0.117647058823529,0,-1.8,0,0,39,NA,17,NA,0,0,5.1811244075953,7.84255212857803,0
"289","Narragansett Bay",114,"2022-02-09","John Crockett",2022-02-09 08:54:00,2022-02-09 09:13:00,"Other","track","Y","N","Foot",0,0,0.210526315789474,0,0.315789473684211,0,-1.8,0,0,39,2,19,NA,0,0,5.1811244075953,7.84255212857803,0
"290","Narragansett Bay",115,"2022-01-13","Justin Moore",2022-01-13 11:26:00,2022-01-13 11:57:00,NA,NA,NA,"N","Kayak",0,1,0,0,0,0,3.7,72,0,12,NA,31,NA,0,0,0,15.104622687445,0
"291","Narragansett Bay",115,"2022-01-13","John Crockett",2022-01-13 11:26:00,2022-01-13 11:57:00,NA,NA,NA,"N","Kayak",0,1,0,0,0,0,3.7,72,0,12,NA,31,NA,0,0,0,15.104622687445,0
"292","Narragansett Bay",115,"2022-06-21","Jess Burr",2022-06-21 11:26:00,2022-06-21 11:56:00,"Otter","shell","N","N","kayak and a little walking",0,1,0,0,0,0,20.2,37,0,171,NA,30,NA,0,0,0,15.104622687445,0
"293","Narragansett Bay",115,"2022-06-21","John Crockett",2022-06-21 11:26:00,2022-06-21 11:48:00,NA,NA,NA,"N","kayak",0,1,0,0,0,0,20.2,37,0,171,NA,22,NA,0,0,0,15.104622687445,0
"294","Narragansett Bay",116,"2022-01-26","Justin Moore",2022-01-26 09:05:00,2022-01-26 09:50:00,"Other","platform","N","N","Foot",0.977777777777778,0,0,0,0,0.0222222222222222,-5.1,11,0,25,10,45,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"295","Narragansett Bay",116,"2022-01-26","Justin Moore",2022-01-26 09:05:00,2022-01-26 09:50:00,"Muskrat","platform","N","N","Foot",0.977777777777778,0,0,0,0,0.0222222222222222,-5.1,11,0,25,21,45,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"296","Narragansett Bay",116,"2022-01-26","Justin Moore",2022-01-26 09:05:00,2022-01-26 09:50:00,"Muskrat","lodge","Y","N","Foot",0.977777777777778,0,0,0,0,0.0222222222222222,-5.1,11,0,25,42,45,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"297","Narragansett Bay",116,"2022-01-26","John Crockett",2022-01-26 09:05:00,2022-01-26 09:40:00,"Other","track","N","N","Foot",1,0,0,0,0,0,-5.1,11,0,25,5,35,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"298","Narragansett Bay",116,"2022-01-26","John Crockett",2022-01-26 09:05:00,2022-01-26 09:40:00,"Otter","shells","Y","N","Foot",1,0,0,0,0,0,-5.1,11,0,25,NA,35,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"299","Narragansett Bay",116,"2022-01-26","John Crockett",2022-01-26 09:05:00,2022-01-26 09:40:00,"Muskrat","push up","Y","N","Foot",1,0,0,0,0,0,-5.1,11,0,25,21,35,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"300","Narragansett Bay",116,"2022-01-26","John Crockett",2022-01-26 09:05:00,2022-01-26 09:40:00,"Muskrat","platform","Y","N","Foot",1,0,0,0,0,0,-5.1,11,0,25,46,35,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"301","Narragansett Bay",116,"2022-06-22","Jess Burr",2022-06-22 10:06:00,2022-06-22 11:00:00,"Muskrat","scat","N","N","kayak",0.87037037037037,0,0,0,0,0.12962962962963,17.8,100,0,172,2,54,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"302","Narragansett Bay",116,"2022-06-22","Jess Burr",2022-06-22 10:06:00,2022-06-22 11:00:00,"Muskrat","visual observation","Y","N","kayak",0.87037037037037,0,0,0,0,0.12962962962963,17.8,100,0,172,19,54,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"303","Narragansett Bay",116,"2022-06-22","John Crockett",2022-06-22 10:04:00,2022-06-22 10:58:00,"Muskrat","scat","Y","N","kayak",0.981481481481482,0,0,0,0,0.0185185185185185,17.8,100,0,172,11,54,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"304","Narragansett Bay",116,"2022-06-22","John Crockett",2022-06-22 10:04:00,2022-06-22 10:58:00,"Muskrat","platform","Y","N","kayak",0.981481481481482,0,0,0,0,0.0185185185185185,17.8,100,0,172,18,54,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946
"307","Narragansett Bay",120,"2022-01-06","John Crockett",2022-01-06 09:48:00,2022-01-06 10:49:00,"Other","scat","Y","N","Foot",0.39344262295082,0.245901639344262,0,0,0,0.360655737704918,1.4,15,0,5,0,61,NA,94.7939538146589,4.66984233449605,0,0,0
"309","Narragansett Bay",120,"2022-01-06","John Crockett",2022-01-06 09:48:00,2022-01-06 10:49:00,"Muskrat","scat","Y","N","Foot",0.39344262295082,0.245901639344262,0,0,0,0.360655737704918,1.4,15,0,5,55,61,NA,94.7939538146589,4.66984233449605,0,0,0
"310","Narragansett Bay",120,"2022-01-06","Justin Moore",2022-01-06 09:48:00,2022-01-06 10:46:00,"Other","lodge","Y","N","Foot",0.224137931034483,0.275862068965517,0,0,0,0.5,1.4,15,0,5,14,58,NA,94.7939538146589,4.66984233449605,0,0,0
"311","Narragansett Bay",120,"2022-06-22","Jess Burr",2022-06-22 12:36:00,2022-06-22 13:03:00,"Muskrat","scat","Y","N","kayak",1,0,0,0,0,0,19.4,100,0,172,2,27,NA,94.7939538146589,4.66984233449605,0,0,0
"316","Narragansett Bay",120,"2022-06-22","John Crockett",2022-06-22 12:40:00,2022-06-22 13:02:00,"Muskrat","scat","Y","N","kayak",1,0,0,0,0,0,19.4,100,0,172,1,22,NA,94.7939538146589,4.66984233449605,0,0,0
"317","Narragansett Bay",121,"2022-01-05","Justin Moore",2022-01-05 10:52:00,2022-01-05 11:51:00,"Otter","Latrine","Y","N","Kayak",0.491525423728814,0,0,0,0,0.508474576271186,8.5,100,10.5,4,16,59,NA,91.226463175304,2.27652680443633,0,0,6.49723293804306
"318","Narragansett Bay",121,"2022-01-05","John Crockett",2022-01-05 10:51:00,2022-01-05 11:51:00,"Otter","Latrine","Y","N","Foot",0.566666666666667,0.0166666666666667,0,0,0,0.416666666666667,8.5,100,10.5,4,11,60,NA,91.226463175304,2.27652680443633,0,0,6.49723293804306
"319","Narragansett Bay",121,"2022-01-05","John Crockett",2022-01-05 10:51:00,2022-01-05 11:51:00,"Beaver","chewed stick","Y","N","Foot",0.566666666666667,0.0166666666666667,0,0,0,0.416666666666667,8.5,100,10.5,4,50,60,NA,91.226463175304,2.27652680443633,0,0,6.49723293804306
