"","Watershed","Site.ID","Date","Location","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"106","Blackstone",201,2023-01-26,"tucker field #2","John Crockett",NA,2023-01-26 11:54:00,2023-01-26 12:15:00,"beaver","chewed stick","N","0.50138888888888888",NA,"pond edge","1","1","heavy rain?",NA,"walking",0.0476190476190476,0,0.904761904761905,0,0,0.0476190476190476
"107","Blackstone",184,2023-01-26,"tucker field #3","John Crockett",NA,2023-01-26 12:30:00,2023-01-26 12:53:00,"n/a",NA,NA,NA,NA,NA,"1","1","heavy rain?",NA,"walking",0,0,0,0,0,1
"108","Blackstone",183,2023-01-26,"little pond  (private pond)","John Crockett",NA,2023-01-26 10:13:00,2023-01-26 10:19:00,"beaver","Beaver lodge visible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Blackstone",98,2023-01-27,"wallum Lake #1","Chris Boylston","N/A",2023-01-27 12:27:00,2023-01-27 12:45:00,"beaver","chewed stick","n","0.5229166666666667",NA,"edge of lake","2","2","recent rain","none","kayak",0.722222222222222,0,0,0,0,0.277777777777778
"110","Blackstone",97,2023-01-27,"wallum Lake #2","Chris Boylston",NA,2023-01-27 12:52:00,2023-01-27 13:08:00,"beaver","chewed stick","y","0.53611111111111109",NA,"edge of lake","2","2","recent rain","none","kayak",0.9375,0,0,0,0,0.0625
"111","Blackstone",97,2023-01-27,"wallum Lake #2","Chris Boylston",NA,2023-01-27 12:52:00,2023-01-27 13:08:00,"otter","fish scales","n","0.53819444444444442",NA,"edge of lake","2","2","recent rain","none","kayak",0.9375,0,0,0,0,0.0625
"112","Blackstone",97,2023-01-27,"wallum Lake #2","Chris Boylston",NA,2023-01-27 12:52:00,2023-01-27 13:08:00,"otter?","fish scales","n","0.5395833333333333",NA,"edge of lake","2","2","recent rain","none","kayak",0.9375,0,0,0,0,0.0625
"113","Blackstone",97,2023-01-27,"wallum Lake #2","Chris Boylston",NA,2023-01-27 12:52:00,2023-01-27 13:08:00,"beaver","chewed sticks","y","0.54166666666666663",NA,"edge of lake","2","2","recent rain","none","kayak",0.9375,0,0,0,0,0.0625
"114","Blackstone",99,2023-01-27,"wallum Lake #3","Chris Boylston","N/A",2023-01-27 13:20:00,2023-01-27 13:39:00,"otter","scales","n","0.56041666666666667",NA,"edge of lake","2","2","recent rain","none","kayak",0.842105263157895,0,0.157894736842105,0,0,0
"115","Blackstone",99,2023-01-27,"wallum Lake #3","Chris Boylston","N/A",2023-01-27 13:20:00,2023-01-27 13:39:00,"beaver","chewed sticks","n","0.56111111111111112",NA,"edge of lake","2","2","recent rain","none","kayak",0.842105263157895,0,0.157894736842105,0,0,0
"116","Blackstone",98,2023-01-27,"wallum Lake #1","John Crockett","N/A",2023-01-27 12:27:00,2023-01-27 12:44:00,"beaver","chewed stick","y","0.52152777777777781",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.764705882352941,0,0,0,0,0.235294117647059
"117","Blackstone",97,2023-01-27,"wallum Lake #2","John Crockett","beaver",2023-01-27 12:52:00,2023-01-27 13:08:00,"beaver","chewed stick","y","0.53749999999999998",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.9375,0,0,0,0,0.0625
"118","Blackstone",97,2023-01-27,"wallum Lake #2","John Crockett","beaver",2023-01-27 12:52:00,2023-01-27 13:08:00,"beaver","chewed stick","y","0.54583333333333328",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.9375,0,0,0,0,0.0625
"119","Blackstone",99,2023-01-27,"wallum Lake #3","John Crockett","beaver",2023-01-27 13:21:00,2023-01-27 13:39:00,"beaver","chewed stick","N","0.55902777777777779",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.777777777777778,0,0.222222222222222,0,0,0
"120","Blackstone",99,2023-01-27,"wallum Lake #3","John Crockett","beaver",2023-01-27 13:21:00,2023-01-27 13:39:00,"otter?","fish bits","N","0.55972222222222223",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.777777777777778,0,0.222222222222222,0,0,0
"121","Blackstone",99,2023-01-27,"wallum Lake #3","John Crockett","beaver",2023-01-27 13:21:00,2023-01-27 13:39:00,"beaver","chewed stick","N","0.56666666666666665",NA,"Pond Edge","1","1","recent rain","none","kayaking",0.777777777777778,0,0.222222222222222,0,0,0
"122","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"beaver","chewed stick","Y","0.52569444444444446",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"123","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"beaver","chewed tsump","Y","0.53541666666666665",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"124","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"muskrat","pile of scat","N","0.5395833333333333",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"125","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"muskrat","scat","Y","0.54652777777777783",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"126","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"beaver","downed tree","N","0.55069444444444449",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"127","Blackstone",202,2023-01-30,"blackstone #1","Chris Boylston","N/A",2023-01-30 12:35:00,2023-01-30 13:22:00,"muskrat","scat","Y","0.55069444444444449",NA,"edge of river","2","1","NONE","none","kayak",0.723404255319149,0,0,0,0,0.276595744680851
"128","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"muskrat","scat","y","0.5805555555555556",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"129","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"otter","shells","n","0.58124999999999993",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"130","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"beaver","caster","y","0.58263888888888882",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"131","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"beaver","chewed tree","y","0.58263888888888882",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"132","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"muskrat","scat","y","0.58333333333333337",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"133","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"muskrat","scat","n","0.58958333333333335",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"134","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"muskrat","scat","y","0.59236111111111112",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"135","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"beaver","chewed stick","n","0.59236111111111112",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"136","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"otter","shells","y","0.59583333333333333",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"137","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"otter","shells","y","0.59791666666666665",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"138","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"beaver","chewe sticks","y","0.6",NA,"edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"139","Blackstone",172,2023-01-30,"blackstone #2","Chris Boylston","beaver",2023-01-30 13:53:00,2023-01-30 14:42:00,"beaver","foot print","y","0.60277777777777775","4","edge of river","2","1","NONE","none","kayak",0.591836734693878,0,0.102040816326531,0,0,0.306122448979592
"140","Blackstone",202,2023-01-30,"Manville #1","John Crockett","N/A",2023-01-30 12:33:00,2023-01-30 13:17:00,"beaver","chewed stick","y","0.52361111111111114",NA,"river bank","1","2","none","none","kayaking",0.795454545454545,0,0,0,0,0.204545454545455
"141","Blackstone",202,2023-01-30,"Manville #1","John Crockett","N/A",2023-01-30 12:33:00,2023-01-30 13:17:00,"muskrat","scat","n","0.52777777777777779",NA,"river bank","1","2","none","none","kayaking",0.795454545454545,0,0,0,0,0.204545454545455
"142","Blackstone",202,2023-01-30,"Manville #1","John Crockett","N/A",2023-01-30 12:33:00,2023-01-30 13:17:00,"beaver","chewed stick","y","0.53333333333333333",NA,"river bank","1","2","none","none","kayaking",0.795454545454545,0,0,0,0,0.204545454545455
"143","Blackstone",202,2023-01-30,"Manville #1","John Crockett","N/A",2023-01-30 12:33:00,2023-01-30 13:17:00,"beaver","chewed stick","y","0.5395833333333333",NA,"river bank","1","2","none","none","kayaking",0.795454545454545,0,0,0,0,0.204545454545455
"144","Blackstone",202,2023-01-30,"Manville #1","John Crockett","N/A",2023-01-30 12:33:00,2023-01-30 13:17:00,"muskrat","scat","y","0.5444444444444444",NA,"river bank","1","2","none","none","kayaking",0.795454545454545,0,0,0,0,0.204545454545455
"145","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"muskrat","scat","y","0.58263888888888882",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"146","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"beaver","chewed stick","y","0.58819444444444446",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"147","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"muskrat","scat","y","0.59166666666666667",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"148","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"beaver","chewed stick","n","0.59513888888888888",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"149","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"beaver","chewed stick","y","0.6020833333333333",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"150","Blackstone",172,2023-01-30,"Manville #2","John Crockett","beaver, muskrat",2023-01-30 13:57:00,2023-01-30 14:31:00,"otter","shells","n","0.60277777777777775",NA,"rivers edge","1","2","none","none","kayaking",0.823529411764706,0,0,0,0,0.176470588235294
"151","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1","Chris Boylston","N/A",2023-02-01 10:21:00,2023-02-01 11:05:00,"beaver","chewed stick","n","0.44236111111111115",NA,"edge of river","2","2","none","none","walking",0.0454545454545455,0,0,0,0,0.954545454545455
"152","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1","Chris Boylston","N/A",2023-02-01 10:21:00,2023-02-01 11:05:00,"beaver?","footprint","y","0.44236111111111115","1","edge of river","2","2","none","none","walking",0.0454545454545455,0,0,0,0,0.954545454545455
"153","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1","Chris Boylston","N/A",2023-02-01 10:21:00,2023-02-01 11:05:00,"otter","clamshells","n","0.44513888888888892",NA,"edge of river","2","2","none","none","walking",0.0454545454545455,0,0,0,0,0.954545454545455
"154","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1","Chris Boylston","N/A",2023-02-01 10:21:00,2023-02-01 11:05:00,"muskrat","scat","n","0.45624999999999999",NA,"edge of river","2","2","none","none","walking",0.0454545454545455,0,0,0,0,0.954545454545455
"155","Woonasquatucket-Moshassuck",53,2023-02-01,"woonasquatucket #2","Chris Boylston","N/A",2023-02-01 11:16:00,2023-02-01 11:40:00,"otter","chewed shells","n","0.47361111111111115",NA,"edge of river","2","2","none","none","walking",0,0,0,0,0,1
"156","Woonasquatucket-Moshassuck",53,2023-02-01,"woonasquatucket #2","Chris Boylston","N/A",2023-02-01 11:16:00,2023-02-01 11:40:00,"otter","pile of shells","y","0.47430555555555554",NA,"edge of river","2","2","none","none","walking",0,0,0,0,0,1
"157","Woonasquatucket-Moshassuck",53,2023-02-01,"woonasquatucket #2","Chris Boylston","N/A",2023-02-01 11:16:00,2023-02-01 11:40:00,"otter","shells","n","0.47986111111111113",NA,"edge of river","2","2","none","none","walking",0,0,0,0,0,1
"158","Woonasquatucket-Moshassuck",53,2023-02-01,"woonasquatucket #2","Chris Boylston","N/A",2023-02-01 11:16:00,2023-02-01 11:40:00,"otter","shells","y","0.48472222222222222",NA,"edge of river","2","2","none","none","walking",0,0,0,0,0,1
"159","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1?","John Crockett","N/A",2023-02-01 10:22:00,2023-02-01 11:04:00,"beaver?","chewed stick","n","0.44305555555555554",NA,"river edge","1","1","none","none","walking",0,0,0.0476190476190476,0,0,0.952380952380952
"160","Woonasquatucket-Moshassuck",50,2023-02-01,"woonasquatucket #1?","John Crockett","N/A",2023-02-01 10:22:00,2023-02-01 11:04:00,"otter","shells","n","0.45833333333333331",NA,"river edge","1","1","none","none","walking",0,0,0.0476190476190476,0,0,0.952380952380952
"161","Woonasquatucket-Moshassuck",53,2023-02-01,"woonasquatucket #2","John Crockett","N/A",2023-02-01 11:16:00,2023-02-01 11:39:00,"N/A",NA,NA,NA,NA,NA,"1","1","none","none","walking",0,0,0,0,0,1
"162","Blackstone",166,2023-02-02,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-02 10:24:00,2023-02-02 10:44:00,"beaver","chewed stump","n","0.43402777777777773",NA,"edge of river","2","2","none","none","walking",0.45,0,0,0,0,0.55
"163","Blackstone",166,2023-02-02,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-02 10:24:00,2023-02-02 10:44:00,"beaver","chewed stump","n","0.4381944444444445",NA,"edge of river","2","2","none","none","walking",0.45,0,0,0,0,0.55
"164","Blackstone",166,2023-02-02,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-02 10:24:00,2023-02-02 10:44:00,"muskrat","scat","n","0.44027777777777777",NA,"edge of river","2","2","none","none","walking",0.45,0,0,0,0,0.55
"165","Blackstone",166,2023-02-02,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-02 10:24:00,2023-02-02 10:44:00,"beaver","footprint","n","0.44236111111111115",NA,"edge of river","2","2","none","none","walking",0.45,0,0,0,0,0.55
"166","Blackstone",166,2023-02-02,"Lower Blackstone #1","Chris Boylston","N/A",2023-02-02 10:24:00,2023-02-02 10:44:00,"beaver","chewed stick","y","0.44444444444444442",NA,"edge of river","2","2","none","none","walking",0.45,0,0,0,0,0.55
"167","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"beaver","chewed stump","n","0.45902777777777781",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"168","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"muskrat","scat","n","0.46180555555555558",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"169","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"muskrat","scat","n","0.46597222222222223",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"170","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"beaver","chewed stick","n","0.46666666666666662",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"171","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"beaver","chewed stumps","n","0.4777777777777778",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"172","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"muskrat","scat","n","0.47847222222222219",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"173","Blackstone",164,2023-02-02,"Lower Blackstone #2","Chris Boylston",NA,2023-02-02 11:01:00,2023-02-02 11:33:00,"beaver","chewed stick","y","0.47986111111111113",NA,"edge of river","2","2","none","none","walking",0.5625,0,0,0,0,0.4375
"174","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"muskrat","scat","y","0.50763888888888886",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"175","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"beaver","chewed stick","v","0.50972222222222219",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"176","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"beaver","chewed tree","y","0.51111111111111118",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"177","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"otter?","shells","n","0.51597222222222217",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"178","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"beaver","chewed tree","y","0.51874999999999993",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"179","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"otter","shells","n","0.52222222222222225",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"180","Blackstone",222,2023-02-02,"Lower Blackstone #3","Chris Boylston","N/A",2023-02-02 12:11:00,2023-02-02 12:32:00,"muskrat","scat","n","0.52222222222222225",NA,"edge of river","2","2","none","none","walking",0.476190476190476,0,0,0.333333333333333,0,0.19047619047619
"181","Blackstone",166,2023-02-02,"Lower Blackstone #1","John Crockett","beaver?",2023-02-02 10:23:00,2023-02-02 10:44:00,"beaver","chewed stick","y","0.43541666666666662",NA,"river bank","1","phone","none","none","walking",0.6,0,0,0,0,0.4
"182","Blackstone",166,2023-02-02,"Lower Blackstone #1","John Crockett","beaver?",2023-02-02 10:23:00,2023-02-02 10:44:00,"muskrat","scat","n","0.44444444444444442",NA,"river bank","1","phone","none","none","walking",0.6,0,0,0,0,0.4
"183","Blackstone",164,2023-02-02,"Lower Blackstone #2","John Crockett","beaver",2023-02-02 11:00:00,2023-02-02 11:31:00,"beaver","stick","y","0.45833333333333331",NA,"river bank","1","phone","none","none","walking",0.366666666666667,0,0,0,0,0.633333333333333
